Nombre,Linea,ano,Ingreso,
COLLECTE LOCALISATION SATELLITES PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,988034,
COMPANNIA DE COMERCIO GLOBAL ,TELEFONIA FIJA DE ABONADOS,2015,28550,
COMPANNIA DE COMERCIO GLOBAL ,VENTA Y ALQUILER DE EQUIPOS,2015,52509,
COMPANNIA DE COMERCIO GLOBAL ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,77969,
COMPANNIA DE COMERCIO GLOBAL ,OTROS INGRESOS OPERATIVOS,2015,105764,
COMPANNIA DE COMERCIO GLOBAL ,INTERNET FIJO,2015,2208459,
COMPANNIA TELEFONICA ANDINA SAC,TELEFONIA DE LARGA DISTANCIA,2015,556,
COMPANNIA TELEFONICA ANDINA SAC,TELEFONIA FIJA DE ABONADOS,2015,2559,
COMPANNIA TELEFONICA ANDINA SAC,OTROS INGRESOS OPERATIVOS,2015,9924,
COMUNICACIONES CABLE FUTURO S.R.L,TELEVISION DE PAGA,2015,943797,
COMUNICACIONES J&F CABLE TV ,INTERNET FIJO,2015,21372,
COMUNICACIONES J&F CABLE TV ,TELEVISION DE PAGA,2015,934236,
COMUNICACIONES PORCON ,TELEVISION DE PAGA,2015,3101984,
CONEXION ACTIVA ,TELEVISION DE PAGA,2015,99495,
CONSORCIO OPTICAL SAC,TELEFONIA FIJA DE ABONADOS,2015,147,
CONSORCIO OPTICAL SAC,INTERNET FIJO,2015,16339,
CONSULTORA SEGURIDAD Y DESARROLLO ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,14072,
CONSULTORA SEGURIDAD Y DESARROLLO ,VENTA Y ALQUILER DE EQUIPOS,2015,30136,
CONVERGIA PERU ,OTROS INGRESOS OPERATIVOS,2015,202734,
CONVERGIA PERU ,INTERCONEXION,2015,457571,
CONVERGIA PERU ,TELEFONIA FIJA DE ABONADOS,2015,1226169,
CONVERGIA PERU ,TELEFONIA DE LARGA DISTANCIA,2015,1768291,
CONVERGIA PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,9125869,
DANTE DANIEL DE LA CRUZ CASTRO,TELEVISION DE PAGA,2015,125554,
DEMETRIO RIGOBERTO PICON ACOSTA,INTERNET FIJO,2015,106920,
DEMETRIO RIGOBERTO PICON ACOSTA,TELEVISION DE PAGA,2015,529527,
DIRECTV PERU ,OTROS INGRESOS OPERATIVOS,2015,1580129,
DIRECTV PERU ,VENTA Y ALQUILER DE EQUIPOS,2015,5686538,
DIRECTV PERU ,TELEVISION DE PAGA,2015,242012690,
DKR VISION S.R.L,TELEVISION DE PAGA,2015,1530205,
DOLPHIN TELECOM DEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2015,2292921,
DOLPHIN TELECOM DEL PERU ,SERVICIOS MOVILES,2015,7315835,
ELVIS CIRINEO LEON MONTERO,TELEVISION DE PAGA,2015,36562,
EMPRESA DE TV Y RADIODIFUSION BAHIA ,TELEVISION DE PAGA,2015,1650570,
EMPRESA DIFUSORA CABLE MUNDO ,TELEVISION DE PAGA,2015,4034455,
ENTEL PERU ,INTERNET FIJO,2015,15406,
ENTEL PERU ,TELEFONIA FIJA DE ABONADOS,2015,37321,
ENTEL PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,54924,
ENTEL PERU ,OTROS INGRESOS OPERATIVOS,2015,1246495,
ENTEL PERU ,INTERCONEXION,2015,113893318,
ENTEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2015,213171992,
ENTEL PERU ,SERVICIOS MOVILES,2015,825536543,
EQUANT PERU ,VENTA Y ALQUILER DE EQUIPOS,2015,1505177,
EQUANT PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,7379566,
FLOR DE MARIA GUERRA VELA,TELEVISION DE PAGA,2015,65020,
GERMAN AIQUE VARGAS,TELEVISION DE PAGA,2015,83209,
GILAT NETWORKS PERU ,INTERCONEXION,2015,109417,
GILAT NETWORKS PERU ,VENTA Y ALQUILER DE EQUIPOS,2015,266265,
GILAT NETWORKS PERU ,TELEFONIA DE LARGA DISTANCIA,2015,1602028,
GILAT NETWORKS PERU ,OTROS INGRESOS OPERATIVOS,2015,3537620,
GILAT NETWORKS PERU ,TELEFONIA FIJA DE ABONADOS,2015,3580778,
GILAT NETWORKS PERU ,TELEFONIA DE USO PUBLICO,2015,9070758,
GILAT NETWORKS PERU ,INTERNET FIJO,2015,16109081,
GTD PERU ,VENTA Y ALQUILER DE EQUIPOS,2015,279438,
GTD PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,582218,
GTD PERU ,OTROS INGRESOS OPERATIVOS,2015,1002949,
GTD PERU ,INTERNET FIJO,2015,10458395,
HECTOR ANGEL BOBADILLA SABOGAL,TELEVISION DE PAGA,2015,35593,
HECTOR RUBIO MORI,TELEVISION DE PAGA,2015,84981,
HOMETV ,TELEVISION DE PAGA,2015,804747,
HUASCARAN TELECOM ,OTROS INGRESOS OPERATIVOS,2015,155032,
HUASCARAN TELECOM ,TELEVISION DE PAGA,2015,3475324,
IBASIS PERU,TELEFONIA DE LARGA DISTANCIA,2015,4966593,
IDT PERU ,TELEFONIA DE LARGA DISTANCIA,2015,13014715,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,11904,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2015,15416,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,INTERNET FIJO,2015,167925,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,TELEFONIA FIJA DE ABONADOS,2015,296405,
INFODUCTOS Y TELECOMUNICACIONES DEL PERU ,TELEFONIA DE LARGA DISTANCIA,2015,1803176,
INTERNEXA PERU ,OTROS INGRESOS OPERATIVOS,2015,53923320,
INTI SAT TELECOM ,TELEVISION DE PAGA,2015,471733,
INVERGEN ,TELEVISION DE PAGA,2015,70378,
INVERSIONES OSA ,INTERCONEXION,2015,346156,
INVERSIONES OSA ,TELEFONIA FIJA DE ABONADOS,2015,556201,
INVERSIONES Y REPRESENTACIONES DOBLE C ,TELEVISION DE PAGA,2015,371795,
JHON ANDERSON PENNALOZA QUINTANILLA,TELEVISION DE PAGA,2015,136231,
KTV CABLE ,TELEVISION DE PAGA,2015,73325,
MAGRO Y CARDENAS VISTA TV ,TELEVISION DE PAGA,2015,47929,
MARIO LUIS CUBAS YGLESIAS,TELEVISION DE PAGA,2015,8945,
MEDIA NETWORKS LATIN AMERICA ,OTROS INGRESOS OPERATIVOS,2015,644160,
MEDIA NETWORKS LATIN AMERICA ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,865105,
MICROSYSTEM NET COMUNICACIONES ,TELEVISION DE PAGA,2015,963147,
MOCHE INVERSIONES ,VENTA Y ALQUILER DE EQUIPOS,2015,8066,
MOCHE INVERSIONES ,INTERCONEXION,2015,8067,
MOCHE INVERSIONES ,OTROS INGRESOS OPERATIVOS,2015,21318,
MOCHE INVERSIONES ,TELEFONIA FIJA DE ABONADOS,2015,60367,
MOCHE INVERSIONES ,INTERNET FIJO,2015,866710,
MULTISERVICIOS DE TELECOMUNICACIONES SATELITAL ,TELEVISION DE PAGA,2015,1828096,
MULTIVISION ,TELEVISION DE PAGA,2015,1657179,
NETLINE PERU ,TELEFONIA DE USO PUBLICO,2015,157279,
NETLINE PERU ,TELEFONIA FIJA DE ABONADOS,2015,603498,
NETLINE PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,5121167,
NETLINE PERU ,TELEFONIA DE LARGA DISTANCIA,2015,8341050,
NEWCOM INTERNACIONAL PERU C,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,6079005,
O3B TELEPORT SERVICES (PERU) ,OTROS INGRESOS OPERATIVOS,2015,5372451,
OLO DEL PERU,VENTA Y ALQUILER DE EQUIPOS,2015,6239960,
OLO DEL PERU,SERVICIOS MOVILES,2015,21362807,
OLO DEL PERU,INTERNET FIJO,2015,21602234,
OMNISAT CABLE TELEVISION ,TELEVISION DE PAGA,2015,954583,
OPTICAL NETWORKS,TELEVISION DE PAGA,2015,766,
OPTICAL NETWORKS,OTROS INGRESOS OPERATIVOS,2015,2178,
OPTICAL NETWORKS,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,43456,
OPTICAL NETWORKS,INTERNET FIJO,2015,386369,
OPTICAL NETWORKS,VENTA Y ALQUILER DE EQUIPOS,2015,1099942,
OPTICAL NETWORKS,INTERCONEXION,2015,809,
OPTICAL NETWORKS,VENTA Y ALQUILER DE EQUIPOS,2015,46581,
OPTICAL NETWORKS,TELEFONIA FIJA DE ABONADOS,2015,2316656,
OPTICAL NETWORKS,OTROS INGRESOS OPERATIVOS,2015,4418163,
OPTICAL NETWORKS,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,8208606,
OPTICAL NETWORKS,INTERNET FIJO,2015,64657598,
OPTICOM ,TELEVISION DE PAGA,2015,150769,
P.T.A. TELECOMUNICACIONES ,TELEVISION DE PAGA,2015,37010,
PARABOLICA TV ,INTERNET FIJO,2015,60696,
PARABOLICA TV ,TELEVISION DE PAGA,2015,3433752,
PLANET CABLE ,TELEVISION DE PAGA,2015,990268,
PRISONTEC C,TELEFONIA DE USO PUBLICO,2015,1100555,
RED DE COMUNICACIONES DIGITALES ,TELEVISION DE PAGA,2015,293617,
RED INTERCABLE PERU ,TELEVISION DE PAGA,2015,1923033,
REDES MULTIMEDIA PERU SAC,TELEVISION DE PAGA,2015,156390,
ROLANDO AZEN CHAVEZ SUING,TELEVISION DE PAGA,2015,34900,
RURAL TELECOM ,TELEFONIA FIJA DE ABONADOS,2015,2869,
RURAL TELECOM ,VENTA Y ALQUILER DE EQUIPOS,2015,34650,
RURAL TELECOM ,INTERNET FIJO,2015,58686,
RURAL TELECOM ,OTROS INGRESOS OPERATIVOS,2015,98851,
SENNAL DIGITAL LATINA ,TELEVISION DE PAGA,2015,824684,
SILVIA ELIZABETH GANOZA SAM,TELEVISION DE PAGA,2015,87970,
SISTEMA DE FIBRA OPTICA Y TELECOMUNICACIONES ,TELEVISION DE PAGA,2015,58432,
SUPERCABLE TELEVISION ,TELEVISION DE PAGA,2015,12111762,
TE.SA.M. PERU  ,OTROS INGRESOS OPERATIVOS,2015,3483898,
TE.SA.M. PERU  ,SERVICIOS MOVILES,2015,14459925,
TELE STAR AMAZONAS S.R.L,TELEVISION DE PAGA,2015,10071,
TELECABLE IMPACTO TV ,TELEVISION DE PAGA,2015,70077,
TELECABLE PAITA ,TELEVISION DE PAGA,2015,594080,
TELECABLE SAN HILARION E.I.R.L,TELEVISION DE PAGA,2015,69196,
TELECOMUNICACIONES FUTURO GROUP ,TELEVISION DE PAGA,2015,943797,
TELECOMUNICACIONES MARINO E.I.R.L,TELEVISION DE PAGA,2015,393757,
TELEFONICA DEL PERU,OTROS INGRESOS OPERATIVOS,2015,60355240,
TELEFONICA DEL PERU,TELEFONIA DE LARGA DISTANCIA,2015,92658000,
TELEFONICA DEL PERU,TELEFONIA DE USO PUBLICO,2015,238800000,
TELEFONICA DEL PERU,INTERCONEXION,2015,390579000,
TELEFONICA DEL PERU,VENTA Y ALQUILER DE EQUIPOS,2015,583310000,
TELEFONICA DEL PERU,TELEFONIA FIJA DE ABONADOS,2015,624811000,
TELEFONICA DEL PERU,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,686574000,
TELEFONICA DEL PERU,TELEVISION DE PAGA,2015,945944000,
TELEFONICA DEL PERU,INTERNET FIJO,2015,1437675000,
TELEFONICA DEL PERU,SERVICIOS MOVILES,2015,4719637760,
TELEMAX.PR E.I.R.L,TELEVISION DE PAGA,2015,94743,
TELEVISION SAN MARTIN ,TELEVISION DE PAGA,2015,3118501,
TELEVISION SATELITAL CONCEPCION ,TELEVISION DE PAGA,2015,166222,
TODO TV VILLA RICA S.R.L,TELEVISION DE PAGA,2015,407355,
TV BELLAVISTA ,TELEVISION DE PAGA,2015,47391,
TV CABLE CATACAOS ,TELEVISION DE PAGA,2015,205873,
TVS WIRELESS ,VENTA Y ALQUILER DE EQUIPOS,2015,157149,
TVS WIRELESS ,INTERNET FIJO,2015,351916,
TVS WIRELESS ,SERVICIOS MOVILES,2015,486210,
VELATEL PERU ,SERVICIOS MOVILES,2015,4781,
VELATEL PERU ,INTERNET FIJO,2015,5884,
VELATEL PERU ,OTROS INGRESOS OPERATIVOS,2015,20237,
VELATEL PERU ,TELEFONIA DE USO PUBLICO,2015,26203,
VELATEL PERU ,TELEFONIA FIJA DE ABONADOS,2015,43841,
VERIZON PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,2615634,
VIA SATELITAL ,INTERNET FIJO,2015,258526,
VIETTEL PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,3288067,
VIETTEL PERU ,INTERCONEXION,2015,35907020,
VIETTEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2015,75004480,
VIETTEL PERU ,SERVICIOS MOVILES,2015,139157070,
VIP CHANNEL ,TELEVISION DE PAGA,2015,2082862,
VIVIANA MARINA RODRIGUEZ VIENA,TELEVISION DE PAGA,2015,301056,
WI-NET PERU ,INTERNET FIJO,2015,408770,
WI-NET PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,526681,
WINNER SYSTEMS ,TELEFONIA DE USO PUBLICO,2015,62270,
WINNER SYSTEMS ,INTERCONEXION,2015,131130,
WINNER SYSTEMS ,INTERNET FIJO,2015,251162,
WINNER SYSTEMS ,TELEFONIA FIJA DE ABONADOS,2015,1787193,
WISP UNITEL ,INTERNET FIJO,2015,8919,
YACHAY TELECOMUNICACIONES ,INTERNET FIJO,2015,12603,
YACHAY TELECOMUNICACIONES ,TELEFONIA FIJA DE ABONADOS,2015,96085,
YACHAY TELECOMUNICACIONES ,VENTA Y ALQUILER DE EQUIPOS,2015,261376,
YACHAY TELECOMUNICACIONES ,OTROS INGRESOS OPERATIVOS,2015,2615905,
YACHAY TELECOMUNICACIONES ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2015,8837054,
A & P SERVITEL ,TELEVISION DE PAGA,2016,60075,
AGUSTINA SERVICIOS GENERALES ,INTERNET FIJO,2016,79954,
AMAZONIA TV ,TELEVISION DE PAGA,2016,1131123,
AMERICA MOVIL PERU,TELEFONIA DE USO PUBLICO,2016,7376103,
AMERICA MOVIL PERU,TELEFONIA DE LARGA DISTANCIA,2016,8655521,
AMERICA MOVIL PERU,TELEFONIA FIJA DE ABONADOS,2016,130960220,
AMERICA MOVIL PERU,OTROS INGRESOS OPERATIVOS,2016,140575842,
AMERICA MOVIL PERU,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,156539940,
AMERICA MOVIL PERU,TELEVISION DE PAGA,2016,185058624,
AMERICA MOVIL PERU,INTERNET FIJO,2016,333764289,
AMERICA MOVIL PERU,INTERCONEXION,2016,412388880,
AMERICA MOVIL PERU,VENTA Y ALQUILER DE EQUIPOS,2016,883116261,
AMERICA MOVIL PERU,SERVICIOS MOVILES,2016,3188010738,
AMERICATEL PERU ,TELEFONIA DE USO PUBLICO,2016,1555,
AMERICATEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2016,86714,
AMERICATEL PERU ,INTERCONEXION,2016,1050860,
AMERICATEL PERU ,OTROS INGRESOS OPERATIVOS,2016,12370039,
AMERICATEL PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,13081097,
AMERICATEL PERU ,TELEFONIA FIJA DE ABONADOS,2016,18924185,
AMERICATEL PERU ,TELEFONIA DE LARGA DISTANCIA,2016,32885104,
AMERICATEL PERU ,INTERNET FIJO,2016,53775446,
ANDRES CULQUI CULQUI,TELEVISION DE PAGA,2016,52710,
ANURA PERU ,INTERCONEXION,2016,53875,
ANURA PERU ,TELEFONIA DE USO PUBLICO,2016,159163,
ANURA PERU ,TELEFONIA FIJA DE ABONADOS,2016,730328,
ASOCIACION DE CABLE VISION SAN JACINTO,TELEVISION DE PAGA,2016,144693,
AT&T GLOBAL NETWORK SERVICES DEL PERU ,INTERNET FIJO,2016,137076,
AT&T GLOBAL NETWORK SERVICES DEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2016,874818,
AT&T GLOBAL NETWORK SERVICES DEL PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,22223921,
AZTECA COMUNICACIONES PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,326195,
BASILES AREVALO FLORES,TELEVISION DE PAGA,2016,13650,
BEST CABLE PERU ,TELEVISION DE PAGA,2016,30830258,
BT LATAM PERU  ,INTERNET FIJO,2016,1169293,
BT LATAM PERU  ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,7679562,
CABLE CONTA ,TELEVISION DE PAGA,2016,453046,
CABLE INCA ,TELEVISION DE PAGA,2016,114039,
CABLE JAEN ,TELEVISION DE PAGA,2016,1932074,
CABLE ORIENTE PERUANO ,TELEVISION DE PAGA,2016,1857737,
CABLE PACIFICO ,VENTA Y ALQUILER DE EQUIPOS,2016,41164,
CABLE PACIFICO ,TELEVISION DE PAGA,2016,538674,
CABLE PREMIUM TV ,TELEVISION DE PAGA,2016,71090,
CABLE RED PERU S.R.L,TELEVISION DE PAGA,2016,64841,
CABLE SISTEMAS ,TELEVISION DE PAGA,2016,521232,
CABLE STAR ,TELEVISION DE PAGA,2016,67080,
CABLE VISION HUANUCO ,INTERNET FIJO,2016,91720,
CABLE VISION HUANUCO ,TELEVISION DE PAGA,2016,3476922,
CABLE VISION IQUITOS ,TELEVISION DE PAGA,2016,518575,
CABLE VISION LORETO ,TELEVISION DE PAGA,2016,4790892,
CABLE YURIMAGUAS ,OTROS INGRESOS OPERATIVOS,2016,20176,
CABLE YURIMAGUAS ,TELEVISION DE PAGA,2016,1000758,
CABLEMAX ,OTROS INGRESOS OPERATIVOS,2016,3814,
CABLEMAX ,TELEVISION DE PAGA,2016,377858,
CABLENORTV ,INTERNET FIJO,2016,137625,
CABLENORTV ,TELEVISION DE PAGA,2016,4635041,
CABLEVISION ,VENTA Y ALQUILER DE EQUIPOS,2016,49498,
CABLEVISION ,SERVICIOS MOVILES,2016,106704,
CABLEVISION ,INTERNET FIJO,2016,167570,
CATV. FULL IMAGEN ,TELEVISION DE PAGA,2016,169546,
CECTEL  ,TELEVISION DE PAGA,2016,119664,
CENTURYLINK PERU ,TELEFONIA FIJA DE ABONADOS,2016,19331718,
CENTURYLINK PERU ,INTERNET FIJO,2016,31352359,
CENTURYLINK PERU ,TELEFONIA DE LARGA DISTANCIA,2016,55075446,
CENTURYLINK PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,78807233,
CESAR RIOS GOMEZ,TELEVISION DE PAGA,2016,50000,
CJG CABLE ,TELEVISION DE PAGA,2016,312270,
COLLECTE LOCALISATION SATELLITES PERU ,VENTA Y ALQUILER DE EQUIPOS,2016,892170,
COLLECTE LOCALISATION SATELLITES PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,1417077,
COMPANNIA DE COMERCIO GLOBAL ,TELEFONIA FIJA DE ABONADOS,2016,1898,
COMPANNIA DE COMERCIO GLOBAL ,VENTA Y ALQUILER DE EQUIPOS,2016,31773,
COMPANNIA DE COMERCIO GLOBAL ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,72187,
COMPANNIA DE COMERCIO GLOBAL ,OTROS INGRESOS OPERATIVOS,2016,186322,
COMPANNIA DE COMERCIO GLOBAL ,INTERNET FIJO,2016,1239969,
COMPANNIA TELEFONICA ANDINA SAC,INTERCONEXION,2016,10353,
COMPANNIA TELEFONICA ANDINA SAC,TELEFONIA FIJA DE ABONADOS,2016,22962,
COMUNICACIONES J&F CABLE TV ,INTERNET FIJO,2016,72518,
COMUNICACIONES J&F CABLE TV ,TELEVISION DE PAGA,2016,1824522,
COMUNICACIONES PORCON ,TELEVISION DE PAGA,2016,3180664,
CONEXION ACTIVA ,TELEVISION DE PAGA,2016,114483,
CONSORCIO OPTICAL SAC,TELEFONIA FIJA DE ABONADOS,2016,379,
CONSORCIO OPTICAL SAC,VENTA Y ALQUILER DE EQUIPOS,2016,98122,
CONSORCIO OPTICAL SAC,OTROS INGRESOS OPERATIVOS,2016,110714,
CONSORCIO OPTICAL SAC,INTERNET FIJO,2016,366948,
CONSULTORA SEGURIDAD Y DESARROLLO ,VENTA Y ALQUILER DE EQUIPOS,2016,14348,
CONSULTORA SEGURIDAD Y DESARROLLO ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,65955,
CONVERGIA PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,82339,
CONVERGIA PERU ,TELEFONIA DE LARGA DISTANCIA,2016,1179914,
CONVERGIA PERU ,INTERNET FIJO,2016,1204633,
CONVERGIA PERU ,TELEFONIA FIJA DE ABONADOS,2016,2063953,
CONVERGIA PERU ,INTERCONEXION,2016,7839782,
DANTE DANIEL DE LA CRUZ CASTRO,TELEVISION DE PAGA,2016,148593,
DIRECTV PERU ,VENTA Y ALQUILER DE EQUIPOS,2016,49947446,
DIRECTV PERU ,TELEVISION DE PAGA,2016,220421501,
DKR VISION S.R.L,TELEVISION DE PAGA,2016,1748075,
DOLPHIN TELECOM DEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2016,5106231,
DOLPHIN TELECOM DEL PERU ,SERVICIOS MOVILES,2016,7248631,
ELVIS CIRINEO LEON MONTERO,TELEVISION DE PAGA,2016,32071,
ENTEL PERU ,INTERNET FIJO,2016,913675,
ENTEL PERU ,TELEFONIA FIJA DE ABONADOS,2016,1144760,
ENTEL PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,1980554,
ENTEL PERU ,OTROS INGRESOS OPERATIVOS,2016,5889411,
ENTEL PERU ,INTERCONEXION,2016,254795708,
ENTEL PERU ,VENTA Y ALQUILER DE EQUIPOS,2016,268363313,
ENTEL PERU ,SERVICIOS MOVILES,2016,1199205918,
EQUANT PERU ,VENTA Y ALQUILER DE EQUIPOS,2016,1548956,
EQUANT PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,7217240,
FLOR DE MARIA GUERRA VELA,TELEVISION DE PAGA,2016,78932,
GERMAN AIQUE VARGAS,TELEVISION DE PAGA,2016,81513,
GERMAN MARTIN PEREZ ECHEANDIA,TELEVISION DE PAGA,2016,25940,
GILAT NETWORKS PERU ,INTERCONEXION,2016,86026,
GILAT NETWORKS PERU ,TELEFONIA DE LARGA DISTANCIA,2016,980893,
GILAT NETWORKS PERU ,TELEFONIA FIJA DE ABONADOS,2016,3226391,
GILAT NETWORKS PERU ,OTROS INGRESOS OPERATIVOS,2016,3340936,
GILAT NETWORKS PERU ,VENTA Y ALQUILER DE EQUIPOS,2016,3352289,
GILAT NETWORKS PERU ,TELEFONIA DE USO PUBLICO,2016,9452234,
GILAT NETWORKS PERU ,INTERNET FIJO,2016,17461038,
GTD PERU ,VENTA Y ALQUILER DE EQUIPOS,2016,494009,
GTD PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,1710375,
GTD PERU ,OTROS INGRESOS OPERATIVOS,2016,2197435,
GTD PERU ,INTERNET FIJO,2016,8528550,
HECTOR ANGEL BOBADILLA SABOGAL,TELEVISION DE PAGA,2016,9320,
HECTOR RUBIO MORI,TELEVISION DE PAGA,2016,113895,
HOMETV ,TELEVISION DE PAGA,2016,1045936,
HUASCARAN TELECOM ,OTROS INGRESOS OPERATIVOS,2016,159307,
HUASCARAN TELECOM ,TELEVISION DE PAGA,2016,3614875,
IBASIS PERU,TELEFONIA DE LARGA DISTANCIA,2016,3621546,
IDT PERU ,TELEFONIA DE LARGA DISTANCIA,2016,4096345,
INCACEL MOVIL ,OTROS INGRESOS OPERATIVOS,2016,107928,
INCACEL MOVIL ,INTERCONEXION,2016,262683,
INCACEL MOVIL ,SERVICIOS MOVILES,2016,565390,
INTERCONEXION TV ,TELEVISION DE PAGA,2016,28526,
INTERNEXA PERU ,INTERNET FIJO,2016,2582460,
INTERNEXA PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,17821361,
INTERNEXA PERU ,OTROS INGRESOS OPERATIVOS,2016,40967983,
INTI SAT TELECOM ,TELEVISION DE PAGA,2016,585091,
INVERSIONES CARALMA ,TELEVISION DE PAGA,2016,348115,
INVERSIONES MOTUX SOCIEDAD ANONIMA CERRADA,TELEVISION DE PAGA,2016,309427,
INVERSIONES Y REPRESENTACIONES DOBLE C ,TELEVISION DE PAGA,2016,468576,
JHON ANDERSON PENNALOZA QUINTANILLA,TELEVISION DE PAGA,2016,164361,
JUAN DANIEL CHAVARRIA COTRINA,TELEVISION DE PAGA,2016,138314,
MAGRO Y CARDENAS VISTA TV ,TELEVISION DE PAGA,2016,40088,
MARIO LUIS CUBAS YGLESIAS,TELEVISION DE PAGA,2016,46642,
MEDIA NETWORKS LATIN AMERICA ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,512577,
MEDIA NETWORKS LATIN AMERICA ,OTROS INGRESOS OPERATIVOS,2016,644160,
MICROSYSTEM NET COMUNICACIONES ,TELEVISION DE PAGA,2016,684355,
MULTISERVICIOS DE TELECOMUNICACIONES SATELITAL ,INTERNET FIJO,2016,151947,
MULTISERVICIOS DE TELECOMUNICACIONES SATELITAL ,TELEVISION DE PAGA,2016,1759331,
NETLINE PERU ,TELEFONIA DE USO PUBLICO,2016,17845,
NETLINE PERU ,OTROS INGRESOS OPERATIVOS,2016,559069,
NETLINE PERU ,TELEFONIA FIJA DE ABONADOS,2016,665044,
NETLINE PERU ,TELEFONIA DE LARGA DISTANCIA,2016,5705915,
NETLINE PERU ,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,11240809,
NEWCOM INTERNACIONAL PERU C,VENTA Y ALQUILER DE EQUIPOS,2016,70752,
NEWCOM INTERNACIONAL PERU C,OTROS INGRESOS OPERATIVOS,2016,71284,
NEWCOM INTERNACIONAL PERU C,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,7580276,
O3B TELEPORT SERVICES (PERU) ,OTROS INGRESOS OPERATIVOS,2016,8787312,
OLO DEL PERU,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,302430,
OLO DEL PERU,VENTA Y ALQUILER DE EQUIPOS,2016,3039301,
OLO DEL PERU,SERVICIOS MOVILES,2016,18480720,
OLO DEL PERU,INTERNET FIJO,2016,19807530,
OMNISAT CABLE TELEVISION ,VENTA Y ALQUILER DE EQUIPOS,2016,123089,
OMNISAT CABLE TELEVISION ,TELEVISION DE PAGA,2016,1050359,
OPTICAL NETWORKS,TELEFONIA FIJA DE ABONADOS,2016,5663602,
OPTICAL NETWORKS,TRANSMISION DE DATOS Y ALQUILER DE CIRCUITOS,2016,14842349,
OPTICAL NETWORKS,OTROS INGRESOS OPERATIVOS,2016,47758799,
OPTICAL NETWORKS,INTERNET FIJO,2016,68818016,
OPTICOM ,TELEVISION DE PAGA,2016,206047,
ORION CABLE,TELEVISION DE PAGA,2016,529297,
P.T.A. TELECOMUNICACIONES ,TELEVISION DE PAGA,2016,36635,
PARABOLICA TV ,TELEVISION DE PAGA,2016,3786288,
PLANET CABLE ,TELEVISION DE PAGA,2016,1238571,
PRISONTEC C,TELEFONIA DE USO PUBLICO,2016,6515719,
